INFO:root:Epoch: 1, Train: [Loss: 280.499, Acc: 17.426], Test: [Loss: 212.647, Acc: 14.582]
INFO:root:Epoch: 2, Train: [Loss: 256.484, Acc: 16.170], Test: [Loss: 205.373, Acc: 14.331]
INFO:root:Epoch: 3, Train: [Loss: 222.829, Acc: 15.747], Test: [Loss: 198.802, Acc: 14.100]
INFO:root:Epoch: 4, Train: [Loss: 231.311, Acc: 15.494], Test: [Loss: 190.775, Acc: 13.812]
INFO:root:Epoch: 5, Train: [Loss: 246.346, Acc: 15.194], Test: [Loss: 184.174, Acc: 13.571]
INFO:root:Epoch: 6, Train: [Loss: 206.220, Acc: 14.957], Test: [Loss: 178.450, Acc: 13.359]
INFO:root:Epoch: 7, Train: [Loss: 220.325, Acc: 14.713], Test: [Loss: 173.368, Acc: 13.167]
INFO:root:Epoch: 8, Train: [Loss: 209.175, Acc: 14.489], Test: [Loss: 168.548, Acc: 12.983]
INFO:root:Epoch: 9, Train: [Loss: 201.087, Acc: 14.301], Test: [Loss: 163.940, Acc: 12.804]
INFO:root:Epoch: 10, Train: [Loss: 186.685, Acc: 14.095], Test: [Loss: 159.613, Acc: 12.634]
INFO:root:Epoch: 11, Train: [Loss: 183.929, Acc: 13.872], Test: [Loss: 155.551, Acc: 12.472]
INFO:root:Epoch: 12, Train: [Loss: 178.238, Acc: 13.669], Test: [Loss: 151.923, Acc: 12.326]
INFO:root:Epoch: 13, Train: [Loss: 162.278, Acc: 13.488], Test: [Loss: 148.479, Acc: 12.185]
INFO:root:Epoch: 14, Train: [Loss: 178.337, Acc: 13.301], Test: [Loss: 145.182, Acc: 12.049]
INFO:root:Epoch: 15, Train: [Loss: 168.499, Acc: 13.132], Test: [Loss: 141.925, Acc: 11.913]
INFO:root:Epoch: 16, Train: [Loss: 171.068, Acc: 12.956], Test: [Loss: 138.764, Acc: 11.780]
INFO:root:Epoch: 17, Train: [Loss: 152.429, Acc: 12.783], Test: [Loss: 135.637, Acc: 11.646]
INFO:root:Epoch: 18, Train: [Loss: 157.236, Acc: 12.592], Test: [Loss: 132.620, Acc: 11.516]
INFO:root:Epoch: 19, Train: [Loss: 138.817, Acc: 12.440], Test: [Loss: 129.567, Acc: 11.383]
INFO:root:Epoch: 20, Train: [Loss: 139.840, Acc: 12.260], Test: [Loss: 126.673, Acc: 11.255]
INFO:root:Epoch: 21, Train: [Loss: 140.390, Acc: 12.110], Test: [Loss: 124.061, Acc: 11.138]
INFO:root:Epoch: 22, Train: [Loss: 148.647, Acc: 11.938], Test: [Loss: 121.635, Acc: 11.029]
INFO:root:Epoch: 23, Train: [Loss: 157.929, Acc: 11.794], Test: [Loss: 119.395, Acc: 10.927]
INFO:root:Epoch: 24, Train: [Loss: 146.024, Acc: 11.676], Test: [Loss: 117.324, Acc: 10.832]
INFO:root:Epoch: 25, Train: [Loss: 130.761, Acc: 11.519], Test: [Loss: 115.630, Acc: 10.753]
INFO:root:Epoch: 26, Train: [Loss: 133.573, Acc: 11.416], Test: [Loss: 114.157, Acc: 10.684]
INFO:root:Epoch: 27, Train: [Loss: 142.704, Acc: 11.295], Test: [Loss: 112.754, Acc: 10.619]
INFO:root:Epoch: 28, Train: [Loss: 126.309, Acc: 11.175], Test: [Loss: 111.655, Acc: 10.567]
INFO:root:Epoch: 29, Train: [Loss: 116.846, Acc: 11.080], Test: [Loss: 110.757, Acc: 10.524]
INFO:root:Epoch: 30, Train: [Loss: 118.829, Acc: 10.967], Test: [Loss: 110.104, Acc: 10.493]
INFO:root:Epoch: 31, Train: [Loss: 106.128, Acc: 10.888], Test: [Loss: 109.525, Acc: 10.465]
INFO:root:Epoch: 32, Train: [Loss: 119.024, Acc: 10.797], Test: [Loss: 109.140, Acc: 10.447]
INFO:root:Epoch: 33, Train: [Loss: 123.933, Acc: 10.734], Test: [Loss: 108.942, Acc: 10.438]
INFO:root:Epoch: 34, Train: [Loss: 106.898, Acc: 10.668], Test: [Loss: 108.832, Acc: 10.432]
INFO:root:Epoch: 35, Train: [Loss: 115.049, Acc: 10.624], Test: [Loss: 109.010, Acc: 10.441]
INFO:root:Epoch: 36, Train: [Loss: 102.278, Acc: 10.555], Test: [Loss: 109.408, Acc: 10.460]
INFO:root:Epoch: 37, Train: [Loss: 107.283, Acc: 10.505], Test: [Loss: 109.927, Acc: 10.485]
INFO:root:Epoch: 38, Train: [Loss: 108.398, Acc: 10.474], Test: [Loss: 110.612, Acc: 10.517]
INFO:root:Epoch: 39, Train: [Loss: 111.733, Acc: 10.427], Test: [Loss: 111.397, Acc: 10.554]
INFO:root:Epoch: 40, Train: [Loss: 101.647, Acc: 10.417], Test: [Loss: 112.344, Acc: 10.599]
INFO:root:Epoch: 41, Train: [Loss: 108.510, Acc: 10.381], Test: [Loss: 113.372, Acc: 10.648]
INFO:root:Epoch: 42, Train: [Loss: 103.699, Acc: 10.381], Test: [Loss: 114.459, Acc: 10.699]
INFO:root:Epoch: 43, Train: [Loss: 107.291, Acc: 10.374], Test: [Loss: 115.618, Acc: 10.753]
INFO:root:Epoch: 44, Train: [Loss: 109.551, Acc: 10.371], Test: [Loss: 116.820, Acc: 10.808]
INFO:root:Epoch: 45, Train: [Loss: 113.524, Acc: 10.369], Test: [Loss: 118.040, Acc: 10.865]
INFO:root:Epoch: 46, Train: [Loss: 110.769, Acc: 10.377], Test: [Loss: 119.310, Acc: 10.923]
INFO:root:Epoch: 47, Train: [Loss: 109.925, Acc: 10.369], Test: [Loss: 120.608, Acc: 10.982]
INFO:root:Epoch: 48, Train: [Loss: 103.761, Acc: 10.373], Test: [Loss: 121.905, Acc: 11.041]
INFO:root:Epoch: 49, Train: [Loss: 103.488, Acc: 10.383], Test: [Loss: 123.212, Acc: 11.100]
INFO:root:Epoch: 50, Train: [Loss: 103.241, Acc: 10.393], Test: [Loss: 124.526, Acc: 11.159]
INFO:root:Epoch: 51, Train: [Loss: 104.612, Acc: 10.413], Test: [Loss: 125.826, Acc: 11.217]
INFO:root:Epoch: 52, Train: [Loss: 104.643, Acc: 10.406], Test: [Loss: 127.019, Acc: 11.270]
INFO:root:Epoch: 53, Train: [Loss: 109.894, Acc: 10.408], Test: [Loss: 128.217, Acc: 11.323]
INFO:root:Epoch: 54, Train: [Loss: 112.860, Acc: 10.454], Test: [Loss: 129.357, Acc: 11.374]
INFO:root:Epoch: 55, Train: [Loss: 111.774, Acc: 10.441], Test: [Loss: 130.384, Acc: 11.419]
INFO:root:Epoch: 56, Train: [Loss: 111.725, Acc: 10.459], Test: [Loss: 131.319, Acc: 11.459]
INFO:root:Epoch: 57, Train: [Loss: 113.537, Acc: 10.464], Test: [Loss: 132.138, Acc: 11.495]
INFO:root:Epoch: 58, Train: [Loss: 101.528, Acc: 10.476], Test: [Loss: 132.864, Acc: 11.527]
INFO:root:Epoch: 59, Train: [Loss: 109.557, Acc: 10.474], Test: [Loss: 133.522, Acc: 11.555]
INFO:root:Epoch: 60, Train: [Loss: 104.367, Acc: 10.477], Test: [Loss: 134.061, Acc: 11.578]
INFO:root:Epoch: 61, Train: [Loss: 117.938, Acc: 10.476], Test: [Loss: 134.571, Acc: 11.600]
INFO:root:Epoch: 62, Train: [Loss: 107.211, Acc: 10.481], Test: [Loss: 134.966, Acc: 11.618]
INFO:root:Epoch: 63, Train: [Loss: 110.953, Acc: 10.464], Test: [Loss: 135.322, Acc: 11.633]
INFO:root:Epoch: 64, Train: [Loss: 112.954, Acc: 10.462], Test: [Loss: 135.595, Acc: 11.645]
INFO:root:Epoch: 65, Train: [Loss: 105.995, Acc: 10.455], Test: [Loss: 135.803, Acc: 11.653]
INFO:root:Epoch: 66, Train: [Loss: 108.452, Acc: 10.455], Test: [Loss: 135.956, Acc: 11.660]
INFO:root:Epoch: 67, Train: [Loss: 117.613, Acc: 10.436], Test: [Loss: 136.041, Acc: 11.664]
INFO:root:Epoch: 68, Train: [Loss: 106.150, Acc: 10.434], Test: [Loss: 136.092, Acc: 11.666]
INFO:root:Epoch: 69, Train: [Loss: 112.151, Acc: 10.421], Test: [Loss: 136.142, Acc: 11.668]
INFO:root:Epoch: 70, Train: [Loss: 102.898, Acc: 10.398], Test: [Loss: 136.166, Acc: 11.669]
INFO:root:Epoch: 71, Train: [Loss: 117.622, Acc: 10.375], Test: [Loss: 136.161, Acc: 11.669]
INFO:root:Epoch: 72, Train: [Loss: 103.799, Acc: 10.368], Test: [Loss: 136.115, Acc: 11.667]
INFO:root:Epoch: 73, Train: [Loss: 102.748, Acc: 10.360], Test: [Loss: 136.052, Acc: 11.664]
INFO:root:Epoch: 74, Train: [Loss: 115.223, Acc: 10.332], Test: [Loss: 135.951, Acc: 11.660]
INFO:root:Epoch: 75, Train: [Loss: 103.635, Acc: 10.315], Test: [Loss: 135.813, Acc: 11.654]
INFO:root:Epoch: 76, Train: [Loss: 105.409, Acc: 10.307], Test: [Loss: 135.638, Acc: 11.646]
INFO:root:Epoch: 77, Train: [Loss: 112.996, Acc: 10.284], Test: [Loss: 135.452, Acc: 11.638]
INFO:root:Epoch: 78, Train: [Loss: 108.374, Acc: 10.262], Test: [Loss: 135.262, Acc: 11.630]
INFO:root:Epoch: 79, Train: [Loss: 100.392, Acc: 10.238], Test: [Loss: 135.078, Acc: 11.622]
INFO:root:Epoch: 80, Train: [Loss: 100.068, Acc: 10.225], Test: [Loss: 134.888, Acc: 11.614]
INFO:root:Epoch: 81, Train: [Loss: 100.212, Acc: 10.207], Test: [Loss: 134.699, Acc: 11.606]
INFO:root:Epoch: 82, Train: [Loss: 103.828, Acc: 10.182], Test: [Loss: 134.502, Acc: 11.597]
INFO:root:Epoch: 83, Train: [Loss: 106.316, Acc: 10.160], Test: [Loss: 134.283, Acc: 11.588]
INFO:root:Epoch: 84, Train: [Loss: 102.222, Acc: 10.138], Test: [Loss: 134.067, Acc: 11.579]
INFO:root:Epoch: 85, Train: [Loss: 99.176, Acc: 10.115], Test: [Loss: 133.864, Acc: 11.570]
